,go,pv,k,n,N,genes
24,GO_NEURON_DIFFERENTIATION,0.0019041202871950466,48,503,471,BTG4;CDK5R1;CELSR3;DDR1;DMRT3;DMRTA2;DSCAML1;DVL1;EFNA3;EPHA1;EPHA10;FOXB1;GABRA5;GRIN1;HS6ST1;IER2;KNDC1;L1CAM;LRTM2;MAP6;MARK2;NCS1;NKX2-8;NPHP4;NRXN1;NUMBL;NYAP1;OLFM3;PAX2;PHOX2A;PSD;RP1;SCRIB;SDK1;SLIT1;SOX3;SRCIN1;STRC;SYNGAP1;TCF3;TENM4;TP73;UNC5B;USP21;VSTM2L;WDR5;WNT7B;ZFYVE27
40,GO_POSTSYNAPTIC_MEMBRANE,0.0019195605736266913,15,104,471,ADORA1;CACNG3;CDH9;CNIH2;GABRA5;GABRG1;GRIN1;GRIN3B;HTR5A;KCNA1;NCS1;PDLIM4;RGS14;SCRIB;SRCIN1
15,GO_SYNAPTIC_SIGNALING,0.0019262117081571845,27,239,471,ADORA1;CACNA1A;CACNA1B;CACNB3;CDK5R1;CNIH2;DVL1;GABRA5;GABRG1;GRIN1;GRIN3B;HTR1E;HTR5A;KCNA1;LY6H;NCS1;NPTX2;NRXN1;PDLIM4;RAB3B;RGS14;SCRIB;SLC12A7;SLC17A6;SLC22A2;SLC8A2;SYNGAP1
57,GO_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY,0.0020651508380666243,7,30,471,HCN4;KCNA1;KCNE1B;KCNF1;KCNH4;KCNV1;LRRC26
39,GO_HISTONE_METHYLTRANSFERASE_COMPLEX,0.0020651508380666243,7,30,471,CXXC1;KDM5C;PAGR1;PELP1;SETD1B;WDR5;ZNF513
37,GO_SET1C_COMPASS_COMPLEX,0.0022105502052905297,3,5,471,CXXC1;SETD1B;WDR5
58,GO_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY,0.0022105502052905297,3,5,471,CACNA1A;CACNA1B;CACNB3
69,GO_INTERLEUKIN_1_BIOSYNTHETIC_PROCESS,0.0022105502052905297,3,5,471,AZU1;CMA1;EGR1
60,GO_HISTONE_METHYLTRANSFERASE_ACTIVITY_H3_K4_SPECIFIC,0.0022105502052905297,3,5,471,CXXC1;SETD1B;WDR5
80,GO_INTERLEUKIN_1_BETA_BIOSYNTHETIC_PROCESS,0.0022105502052905297,3,5,471,AZU1;CMA1;EGR1
10,GO_PREPULSE_INHIBITION,0.0022105502052905297,3,5,471,DVL1;GRIN1;NRXN1
11,GO_POSITIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL,0.0023428813133805184,4,10,471,CACNB3;DVL1;GRIN1;NRXN1
12,GO_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS,0.0023441140763750816,6,23,471,CACNB3;DVL1;GRIN1;NRXN1;OPRL1;TENM4
56,GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.0025460925382201857,9,48,471,CACNA1A;CACNA1B;CACNB3;CACNG3;GRIN1;GRIN3B;NCS1;ORAI2;SLC8A2
38,GO_NEURON_SPINE,0.002868360408492866,10,58,471,ADORA1;CDK5R1;CNIH2;DVL1;EPHA1;GRIN1;PDLIM4;PSD;RGS14;SLC8A2
14,GO_REGULATION_OF_NERVOUS_SYSTEM_PROCESS,0.0029505152405273267,9,49,471,ADORA1;CACNB3;CNIH2;DVL1;GRIN1;NPTX2;NRXN1;OPRL1;TENM4
16,GO_HISTONE_H3_K4_METHYLATION,0.0030900375356043065,5,17,471,CXXC1;MYB;PAGR1;SETD1B;WDR5
61,GO_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY,0.0030900375356043065,5,17,471,CACNA1A;CACNA1B;CACNB3;CACNG3;NCS1
1,GO_NEURON_DEVELOPMENT,0.0031809579460212716,40,411,471,CDK5R1;CELSR3;DDR1;DSCAML1;DVL1;EFNA3;EPHA1;EPHA10;FOXB1;GABRA5;GRIN1;HS6ST1;KNDC1;L1CAM;LRTM2;MAP6;MARK2;NCS1;NKX2-8;NPHP4;NRXN1;NUMBL;NYAP1;OLFM3;PAX2;PSD;RP1;SCRIB;SDK1;SLIT1;SRCIN1;STRC;SYNGAP1;TENM4;UNC5B;USP21;VSTM2L;WDR5;WNT7B;ZFYVE27
3,GO_CELL_PART_MORPHOGENESIS,0.003454425311543886,27,249,471,CDK5R1;CELSR3;DDR1;DSCAML1;DVL1;EFNA3;EPHA1;EPHA10;FOXB1;GRIN1;KNDC1;L1CAM;LRTM2;MAP6;MARK2;NKX2-8;NRXN1;NUMBL;NYAP1;PAX2;SLIT1;SRCIN1;SYNGAP1;UNC5B;VSTM2L;WNT7B;ZFYVE27
47,GO_PLASMA_MEMBRANE_PROTEIN_COMPLEX,0.0034581448021722546,23,201,471,APC2;CACNA1A;CACNA1B;CACNB3;CACNG3;CDH9;CNIH2;GJB3;GNG4;GPR156;GRIN1;GRIN3B;HCN4;IFNL1;KCNA1;KCNE1B;KCNF1;KCNH4;KCNV1;LRRC26;OLFM3;SCRIB;TNK2
18,GO_KETONE_BIOSYNTHETIC_PROCESS,0.0035012677791689353,4,11,471,COQ4;COQ8B;DGKQ;EGR1
77,GO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE,0.0036829183303794056,7,33,471,CACNG3;CNIH2;GABRA5;GRIN1;GRIN3B;HTR5A;SCRIB
63,GO_HISTONE_METHYLTRANSFERASE_ACTIVITY,0.00369675134645808,6,25,471,CXXC1;EHMT1;PRMT7;PRMT8;SETD1B;WDR5
53,GO_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.003699616161441939,20,167,471,CACNA1A;CACNA1B;CACNB3;CACNG3;CLCA4;GABRA5;GABRG1;GJB3;GRIN1;GRIN3B;HCN4;KCNA1;KCNE1B;KCNF1;KCNH4;KCNV1;LRRC26;NCS1;ORAI2;SLC4A11
20,GO_MULTICELLULAR_ORGANISMAL_SIGNALING,0.0037058613503831036,10,60,471,CACNB3;CACNG3;CLDN19;DMRT3;HCN4;KCNA1;KCNE1B;NPPC;SLC8A2;TNNI3K
71,GO_POSITIVE_REGULATION_OF_METANEPHRIC_GLOMERULUS_DEVELOPMENT,0.0039036524198928,2,2,471,EGR1;PAX2
68,GO_ADHERENS_JUNCTION_MAINTENANCE,0.0039036524198928,2,2,471,INAVA;PLEKHA7
64,GO_PROGESTERONE_BIOSYNTHETIC_PROCESS,0.0039036524198928,2,2,471,DGKQ;EGR1
65,GO_REGULATION_OF_KETONE_BIOSYNTHETIC_PROCESS,0.0039036524198928,2,2,471,DGKQ;EGR1
79,GO_PHOSPHAGEN_METABOLIC_PROCESS,0.0039036524198928,2,2,471,CKB;CKMT1B
45,GO_EXTRINSIC_COMPONENT_OF_MEMBRANE,0.003990477067952797,15,112,471,APC2;AZU1;CDH9;COQ4;COQ8B;GNG4;PIK3R2;PLEKHA4;PSD;SCRIB;SOCS7;SRMS;SYTL1;TGM3;TNK2
62,GO_CATION_CHANNEL_ACTIVITY,0.004018447527519663,16,123,471,CACNA1A;CACNA1B;CACNB3;CACNG3;GRIN1;GRIN3B;HCN4;KCNA1;KCNE1B;KCNF1;KCNH4;KCNV1;LRRC26;NCS1;ORAI2;SLC4A11
67,GO_CELL_JUNCTION_MAINTENANCE,0.0042162710286478685,3,6,471,CLDN3;INAVA;PLEKHA7
2,GO_COGNITION,0.004503447712628404,13,92,471,ADORA1;FOS;FOXB1;GABRA5;GRIN1;NPTX2;NRXN1;OPRL1;PAK5;PAK6;RGS14;SLC8A2;SYNGAP1
75,GO_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE,0.0045870871476724655,8,43,471,ADORA1;CACNG3;CDH9;CNIH2;GABRA5;GRIN1;HTR5A;KCNA1
36,GO_POTASSIUM_CHANNEL_COMPLEX,0.005202831916192775,7,35,471,HCN4;KCNA1;KCNE1B;KCNF1;KCNH4;KCNV1;LRRC26
73,GO_POSTSYNAPTIC_DENSITY_MEMBRANE,0.005233780536008569,5,19,471,CACNG3;CNIH2;GRIN1;GRIN3B;SCRIB
21,GO_PROTEIN_LOCALIZATION_TO_SYNAPSE,0.00555584747935114,6,27,471,CACNG3;CNIH2;DVL1;GRIN1;NRXN1;SCRIB
31,GO_BEHAVIOR,0.0056158688945189906,22,197,471,ADORA1;CACNA1B;DMBX1;DMRT3;DVL1;EGR1;ESPN;FOS;FOXB1;GABRA5;GRIN1;NPHP4;NPTX2;NPW;NRXN1;OPRL1;PAK5;PAK6;RGS14;SDK1;SLC8A2;SYNGAP1
34,GO_APICAL_JUNCTION_COMPLEX,0.006111589078268898,8,45,471,CLDN19;CLDN3;CLDN8;CLDN9;CYTH2;NPHP4;PLEKHA7;TRAF4
55,GO_RNA_POLYMERASE_II_CORE_PROMOTER_SEQUENCE_SPECIFIC_DNA_BINDING,0.006626162858595945,5,20,471,FOS;NRF1;SOX3;TBPL2;ZNF513
22,GO_VISUAL_BEHAVIOR,0.006626162858595945,5,20,471,FOXB1;GRIN1;NPHP4;RGS14;SYNGAP1
19,GO_DETECTION_OF_ABIOTIC_STIMULUS,0.007004717118773004,8,46,471,ADORA1;CACNB3;CEP250;KCNA1;OPN4;PITPNM1;RP1;STRC
78,GO_1_PHOSPHATIDYLINOSITOL_3_KINASE_REGULATOR_ACTIVITY,0.007037740500555953,3,7,471,CCKBR;PIK3R2;SOCS7
82,GO_TRANSMEMBRANE_EPHRIN_RECEPTOR_ACTIVITY,0.007037740500555953,3,7,471,EFNA3;EPHA1;EPHA10
81,GO_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN,0.007037740500555953,3,7,471,ADORA1;CACNB3;KCNA1
25,GO_IONOTROPIC_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY,0.007037740500555953,3,7,471,CDK5R1;GRIN1;GRIN3B
17,GO_REGULATION_OF_SYSTEM_PROCESS,0.007127074469192464,21,189,471,ADORA1;AVPR1B;CACNA1B;CACNB3;CACNG3;CNIH2;DVL1;GRIN1;HCN4;INHBB;KCNA1;KCNE1B;MLIP;MTG2;NPPC;NPTX2;NRXN1;OPRL1;SLC8A2;TENM4;TNNI3K
35,GO_POSTSYNAPSE,0.00733376961270809,24,226,471,ADORA1;APC2;BCAS1;CACNG3;CDH9;CDK5R1;CNIH2;DGKQ;DVL1;EPHA1;GABRA5;GABRG1;GRIN1;GRIN3B;HTR5A;KCNA1;NCS1;PDLIM4;PSD;RGS14;SCRIB;SLC8A2;SRCIN1;SYNGAP1
8,GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL,0.007385556215238205,9,56,471,ADORA1;CACNB3;DVL1;GABRA5;GABRG1;GRIN1;GRIN3B;KCNA1;NRXN1
0,GO_SMAD_PROTEIN_SIGNAL_TRANSDUCTION,0.0080191231288369,6,29,471,BMP15;FOS;HNF4A;INHBB;OVOL2;RBM14
23,GO_CELL_PROJECTION_ORGANIZATION,0.008066929699586795,50,569,471,CCNO;CDHR2;CDK5R1;CELSR3;CEP250;CFAP410;DDR1;DNAAF3;DSCAML1;DVL1;EFNA3;EPHA1;EPHA10;ESPN;FOXB1;GAS8;GFY;GRIN1;KIF19;KNDC1;L1CAM;LRRC56;LRTM2;MAP6;MARK2;NCS1;NKX2-8;NPHP4;NRXN1;NUMBL;NYAP1;PAX2;PSD;RABEP2;RP1;SCRIB;SDK1;SLIT1;SRCIN1;STRC;SYNGAP1;TEKT5;TUBB4B;UNC5B;USP21;VSTM2L;WDR34;WDR5;WNT7B;ZFYVE27
46,GO_EXTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE,0.008299627333978645,9,57,471,APC2;CDH9;GNG4;PLEKHA4;SCRIB;SRMS;SYTL1;TGM3;TNK2
76,GO_INTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE,0.008299627333978645,9,57,471,ADORA1;CACNG3;CDH9;CNIH2;GABRA5;GRIN1;HTR5A;KCNA1;NRXN1
5,GO_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,0.008305789095439364,7,38,471,ACD;MAP2K7;PNKP;SLX4;TELO2;WRAP53;ZSCAN4
48,GO_SYNAPTIC_MEMBRANE,0.008812690240550175,17,145,471,ADORA1;CACNG3;CDH9;CNIH2;GABRA5;GABRG1;GRIN1;GRIN3B;HTR5A;KCNA1;NCS1;NRXN1;PDLIM4;RGS14;ROGDI;SCRIB;SRCIN1
30,GO_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES,0.00911066114903591,13,100,471,CDH9;CDHR2;CELSR3;CLDN19;CLDN3;CLDN8;CLDN9;DSCAML1;L1CAM;NRXN1;SDK1;TENM4;VSTM2L
27,GO_NEURON_PROJECTION_GUIDANCE,0.00911066114903591,13,100,471,CDK5R1;CELSR3;DSCAML1;DVL1;EFNA3;EPHA1;EPHA10;L1CAM;LRTM2;NRXN1;SLIT1;UNC5B;VSTM2L
33,GO_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX,0.009140940459644795,4,14,471,CACNA1A;CACNA1B;CACNB3;CACNG3
32,GO_HORMONE_METABOLIC_PROCESS,0.009644339759063878,11,79,471,CMA1;CTSG;DGKQ;DHRS11;DIO1;EGR1;GNB3;PCSK1N;SAFB;TG;UGT1A3
