,go,pv,k,n,N,genes
232,GO_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS,9.146733435375909e-12,98,452,829,ACOD1;ADAMTS5;AMOT;ANGPT1;APLN;ASCL2;AVPR2;CACTIN;CARD10;CAV3;CD200;CD34;CDK6;CHADL;CLDN5;COL3A1;COL5A1;COL5A2;CX3CR1;DACT3;DIXDC1;DNM3;DPF2;DPYSL3;EFEMP1;EFNB2;EFNB3;EMILIN1;FAP;FBN1;FGF13;FZD7;GAS6;GDF5;GLI2;GUCY1A1;H4C11;HLA-F;HLA-G;HLX;HOXA2;HOXA5;HOXA7;HOXB8;ID3;ID4;IGF1;IGFBP5;IL17D;IP6K1;IRX3;ISM1;LAMA4;LBX1;LTBP3;MAG;MAPK11;MDK;MEN1;MEOX2;NFIB;NFKBIL1;NR2F1;NR2F2;OSR1;PBX1;PDGFA;PI16;PRAG1;PROS1;PTGER1;RARG;SEMA3C;SEMA3E;SEMA4C;SFRP1;SMO;SNAI2;SPARC;SPOCK1;STAT1;SUFU;TBX21;TBXA2R;TGFB2;THBS4;THY1;TIE1;TLR3;TMEM98;TNFRSF4;TRAK2;TWIST1;USP19;WNT10B;WNT7A;YY1;ZFPM2
71,GO_CELL_MOTILITY,9.567842743554484e-12,115,565,829,ACKR3;ACKR4;ADD2;AMOT;AMOTL2;ANG;ANGPT1;APCDD1;ATOH1;ATOH8;BVES;CADM4;CARD10;CASS4;CAV1;CAVIN1;CD200;CD244;CD248;CD34;CD47;CDK6;CLDN5;CLEC14A;COL1A1;COL1A2;COL3A1;COL5A1;CTHRC1;CX3CR1;CXCL11;CXCL9;DACH1;DAPK3;DCLK1;DIXDC1;DMTN;DPYSL3;EFNB2;EFS;EMILIN1;EPHB3;F7;FAP;FGF13;FGF16;FGFR4;FLT4;GAS6;GPC1;GPC6;GPM6A;HOXA5;HOXA7;IGF1;IGFBP5;ITGA3;KANK2;KITLG;LAMA4;LAMB4;LMO4;LRATD1;LURAP1;MAG;MAPK3;MAPRE2;MDK;MEGF8;MEOX2;MMP14;MMP28;NCK2;NDN;NOX4;NR2F2;NRTN;PDGFA;PDGFD;PKN3;PLXNA1;POMGNT2;PPM1F;PRAG1;PROS1;RDX;RHOJ;SEMA3C;SEMA3E;SEMA4C;SFRP1;SMO;SNAI2;SOX14;SPARC;SPOCK1;SPOCK2;SRGAP2B;SSX2IP;SYDE1;TBX21;TBXA2R;TCAF1;TGFB1I1;TGFB2;THBS4;THY1;TIE1;TNS3;TPGS1;TRIM32;TWIST1;UNK;WNT5B;WNT7A
139,GO_LOCOMOTION,9.652070662377486e-12,128,654,829,ACKR3;ACKR4;ADD2;AGRN;AMOT;AMOTL2;ANG;ANGPT1;ANOS1;APCDD1;ATOH1;ATOH8;BVES;CADM4;CARD10;CASS4;CAV1;CAV2;CAVIN1;CD200;CD244;CD248;CD34;CD47;CDK6;CHMP4C;CLDN5;CLEC14A;COL1A1;COL1A2;COL3A1;COL5A1;CREB1;CTHRC1;CX3CR1;CXCL11;CXCL9;DACH1;DAPK3;DCLK1;DIXDC1;DLX5;DMTN;DPYSL3;EFNB2;EFNB3;EFS;EMILIN1;EPHA6;EPHB3;F7;FAP;FGF13;FGF16;FGFR4;FLT4;GAS6;GLI2;GPC1;GPC6;GPM6A;HOXA2;HOXA5;HOXA7;IGF1;IGFBP5;ITGA3;KANK2;KITLG;LAMA4;LAMB4;LMO4;LRATD1;LRTM1;LURAP1;MAG;MAPK3;MAPRE2;MDK;MEGF8;MEOX2;MMP14;MMP28;NCK2;NDN;NFIB;NOX4;NR2F2;NRTN;PDGFA;PDGFD;PKN3;PLXNA1;POMGNT2;PPM1F;PRAG1;PROS1;PSPN;RDX;RHOJ;SEMA3C;SEMA3E;SEMA4C;SFRP1;SMO;SNAI2;SOX14;SPARC;SPOCK1;SPOCK2;SRGAP2B;SSX2IP;SYDE1;TBX21;TBXA2R;TCAF1;TGFB1I1;TGFB2;THBS4;THY1;TIE1;TNS3;TPGS1;TRIM32;TWIST1;UNK;WNT5B;WNT7A
238,GO_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION,1.2656149612054818e-11,67,262,829,ASCL2;CAV1;CAV3;CDK6;CHADL;COL3A1;COL5A1;COL5A2;DACT3;DIXDC1;DMTN;DNM3;DPF2;DPYSL3;EFEMP1;EFNB2;EFNB3;FBN1;FGF13;FZD7;GDF5;GLI2;H4C11;HLA-G;HLX;HOXA2;HOXA5;HOXA7;HOXB8;ID3;ID4;IGF1;IGFBP5;IRX3;LBX1;LTBP3;MAG;MDK;MEN1;MMP11;NR2F1;OSR1;PBX1;PI16;PRAG1;RARG;SEMA3C;SEMA3E;SEMA4C;SFRP1;SMO;SNAI2;SPOCK1;STAT1;SUFU;TBX21;TGFB1I1;TGFB2;THY1;TLR3;TMEM98;TRAK2;TWIST1;WNT10B;WNT7A;YY1;ZFPM2
43,GO_SKELETAL_SYSTEM_DEVELOPMENT,1.418470536033869e-11,54,189,829,CDKN1C;CHADL;COL1A1;COL1A2;COL3A1;COL5A2;COL6A2;CSGALNACT1;DLX5;EFEMP1;FBN1;FREM1;GDF5;GLI2;HOXA2;HOXA4;HOXA5;HOXA7;HOXB2;HOXB5;HOXB6;HOXB7;HOXB8;HOXC4;HOXD9;IGF1;INSIG2;LRP6;LTBP3;MAPK3;MDK;MEGF8;MMP14;MMP16;NFIB;OSR1;PBX1;PLS3;RAB23;RARG;SCARA3;SFRP1;SFRP4;SNAI2;SPARC;SUFU;TGFB2;THRA;TLE5;TWIST1;WNT10B;WNT5B;WNT7A;ZNF219
257,GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION,2.8947337088430763e-11,43,134,829,ADAMTS5;AGRN;CAV1;CAV2;CCDC80;CD47;CHADL;COL1A1;COL1A2;COL3A1;COL5A1;COL5A2;COL6A2;CSGALNACT1;DPT;ECM2;EFEMP2;EGFL6;EMILIN1;FAP;FBN1;FGFR4;FMOD;FOXF2;GAS6;ITGA3;LAMA4;LAMB4;LOXL1;MFAP5;MMP11;MMP14;MMP16;MMP28;NID2;P3H4;PDGFA;PLOD2;PRSS1;RAMP2;SPARC;SPOCK2;TGFB2
235,GO_EMBRYONIC_ORGAN_DEVELOPMENT,3.5733177445477273e-11,49,166,829,ASCL2;ATOH1;ATP8A2;CDKN1C;CTHRC1;DLX5;EFEMP1;EOMES;FBN1;FOXF2;FOXL2;FZD2;FZD6;GLI1;GLI2;HLX;HOXA2;HOXA4;HOXA5;HOXA7;HOXB2;HOXB5;HOXB6;HOXB7;HOXB8;HOXC4;HOXD9;ID3;INSIG2;KITLG;LBX1;LRP6;MAPK3;MEGF8;MMP14;MMP16;NR2F2;OSR1;PBX1;PDGFA;RARG;SMO;SUFU;TBX21;TEAD2;TGFB2;TWIST1;VASH2;ZFPM2
125,GO_BLOOD_VESSEL_MORPHOGENESIS,6.602674553427144e-11,54,196,829,ACKR3;AMOT;AMOTL2;ANG;ANGPT1;APLN;ARHGAP24;CARD10;CAV1;CD34;CLDN5;CLEC14A;COL3A1;CUL7;CX3CR1;EDNRA;EFNB2;EMILIN1;EPHB3;ESM1;FAP;FLT4;FZD8;HLA-G;HOXA5;HOXA7;ISM1;MDK;MEOX2;MMP14;NOX5;NR2F2;PDGFA;QKI;RAMP2;RHOJ;SEMA3E;SFRP1;SMO;SPARC;STAT1;TBXA2R;TEAD2;TGFB2;THBS4;THY1;TIE1;TLR3;TMIGD2;TSPAN12;TWIST1;VASH2;WNT7A;ZFPM2
2,GO_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS,6.865408222660082e-11,83,370,829,ACKR3;AMOT;AMOTL2;ANG;ANGPT1;APLN;ARHGAP24;ATOH8;ATP8A2;CARD10;CAV1;CAV3;CD34;CLDN5;CLEC14A;COL1A1;COL5A1;COL5A2;CTHRC1;CX3CR1;CXCL9;DLX5;DYRK1B;EDNRA;EFNB2;EMILIN1;EOMES;EPHB3;ESM1;FAP;FLT4;FZD2;FZD6;FZD7;FZD8;GLI2;GPC1;HLA-G;HOXA5;HOXA7;IRX3;ISM1;ITGA3;LMO4;LRP6;MAPK3;MDK;MEOX2;MMP14;MYOZ1;NFIB;NOX5;OSR1;PDGFA;RAMP2;RARG;RHOJ;SEMA3C;SEMA3E;SEMA4C;SFRP1;SLC40A1;SMO;SNAI2;SPARC;SPRY1;STAT1;SUFU;TBXA2R;TEAD2;TGFB2;THBS4;THY1;TIE1;TLR3;TMIGD2;TRIM71;TSPAN12;TWIST1;VASH2;WNT10B;WNT7A;ZNF219
290,GO_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT,9.364778254971669e-11,26,59,829,AGRN;ANOS1;CHADL;COL1A1;COL1A2;COL3A1;COL5A1;COL5A2;COL6A2;CTHRC1;DPT;EDIL3;EFEMP1;EFEMP2;EMILIN1;FBN1;FMOD;IGFBP7;LAMA4;LAMB4;MFAP5;MXRA5;NID2;PRG4;SPARC;TUFT1
79,GO_EMBRYO_DEVELOPMENT,1.908105431329192e-10,80,358,829,AMOT;ANGPT1;APBA2;APLN;ASCL2;ATOH1;ATOH8;ATP8A2;CDKN1C;COL1A1;COL5A1;COL5A2;CTHRC1;DBN1;DLX5;EDNRA;EFEMP1;EOMES;FBN1;FOXF2;FOXL2;FZD2;FZD6;FZD7;GDF5;GLI1;GLI2;HLX;HOXA2;HOXA4;HOXA5;HOXA7;HOXB2;HOXB5;HOXB6;HOXB7;HOXB8;HOXC4;HOXD9;ID3;IGF1;INKA1;INSIG2;IRX3;ITGA3;KITLG;LAMA4;LBX1;LMO4;LMX1B;LRP6;MAPK3;MEGF8;MEOX2;MMP14;MMP16;NECAB1;NR2F2;OSR1;PBX1;PDGFA;RARG;SEMA3C;SEMA4C;SFRP1;SMO;STMN3;SUFU;TBX21;TEAD2;TGFB1I1;TGFB2;TIE1;TRIM71;TWIST1;UNK;VASH2;WNT7A;ZFPM2;ZNF358
242,GO_SKELETAL_SYSTEM_MORPHOGENESIS,2.0007975062254258e-10,32,87,829,COL1A1;COL6A2;CSGALNACT1;DLX5;FREM1;HOXA2;HOXA4;HOXA5;HOXA7;HOXB2;HOXB5;HOXB6;HOXB7;HOXB8;HOXC4;HOXD9;INSIG2;LRP6;LTBP3;MEGF8;MMP14;MMP16;OSR1;RAB23;RARG;SCARA3;SFRP1;SFRP4;THRA;TWIST1;WNT10B;WNT7A
245,GO_BIOLOGICAL_ADHESION,6.463725039285136e-10,100,499,829,ACKR3;ADD2;ADGRE1;ANGPT1;ANOS1;BVES;CADM1;CADM3;CADM4;CASS4;CAV1;CCDC80;CD200;CD34;CD47;CDH6;CDK6;CERCAM;CHST10;CLDN5;COL1A1;COL3A1;COL5A1;COL6A2;CX3CR1;CYTH3;DACT2;DAPK3;DMTN;DPT;ECM2;EDIL3;EFNB2;EFNB3;EFS;EGFL6;EMILIN1;EPDR1;EPHB3;FAP;FBN1;FREM1;FREM3;FZD7;GAS6;GLI2;GPC6;GRAP2;HLA-G;HLX;HOXA7;IGF1;IGFALS;IGFBP7;ISLR;ITGA3;KIFAP3;KITLG;LAMA4;LAMB4;LRFN3;LRP6;MAG;MDK;MEN1;MMP14;NCK2;NID2;NUAK1;PCDH17;PCDHA1;PCDHA10;PCDHA11;PCDHA2;PCDHA9;PCDHB12;PCDHB13;PCDHB6;PCDHB8;PCDHGA6;PCDHGC5;PLXNA1;PPM1F;RDX;SCARF2;SEMA3E;SFRP1;SGCE;SNAI2;SPOCK1;SPOCK2;SPON2;SSPN;SSX2IP;TBX21;TGFB1I1;TGFB2;THBS4;THY1;TMIGD2
10,GO_MUSCLE_TISSUE_DEVELOPMENT,1.9266317869866926e-09,37,119,829,BVES;CAV1;CAV2;CAV3;COL3A1;CREB1;EFNB2;EOMES;FGF20;FOXL2;FZD7;GLI1;GPC1;HLF;HLX;HOXD9;IGF1;IGFBP5;MAPK11;MEOX2;METTL21C;MYH14;MYOZ1;NOX4;NR2F2;OSR1;PI16;PRKAA1;SEMA3C;SGCB;SMO;TGFB2;TWIST1;USP19;WNT10B;YY1;ZFPM2
13,GO_MUSCLE_ORGAN_DEVELOPMENT,2.0050871771039703e-08,38,134,829,BVES;CAV1;CAV2;CAV3;COL3A1;CREB1;EFNB2;EOMES;FGF20;FOXL2;FZD2;FZD7;GLI1;GPC1;HLF;HLX;HOXD9;ID3;IGF1;LBX1;MAPK11;MEOX2;METTL21C;MYH14;MYOZ1;NR2F2;PI16;PRKAA1;SGCB;SGCE;SMO;TCF23;TGFB2;TWIST1;USP19;WNT10B;YY1;ZFPM2
166,GO_RESPONSE_TO_GROWTH_FACTOR,2.7810504852020993e-08,56,241,829,ANOS1;APLN;CADM4;CAV1;CAV2;CAV3;CDKN1C;CLDN5;COL1A1;COL1A2;COL3A1;CPS1;CREB1;CTDSPL2;CX3CR1;DLX5;EMILIN1;ESRP1;FBN1;FGF16;FGF20;FGFR4;FLT4;FMOD;FSTL1;GAS1;GAS6;GDF5;GPC1;ITGA3;LTBP3;MAPK3;MCM7;MEGF8;MEN1;MXRA5;NDN;NOX4;NREP;PDGFD;RAMP2;RDX;SFRP1;SFRP4;SMAD9;SNAI2;SPARC;SPRY1;TGFB1I1;TGFB2;TMEM108;TMEM204;TRIM71;TWIST1;WNT7A;ZFYVE9
101,GO_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION,6.033606971484019e-08,23,62,829,CYP26C1;GLI2;HOXA2;HOXA4;HOXA5;HOXA7;HOXB2;HOXB5;HOXB6;HOXB7;HOXB8;HOXC4;HOXD9;LRP6;MEOX2;NR2F2;OSR1;PBX1;RARG;SEMA3C;SFRP1;SMO;YY1
383,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,6.041292779437045e-08,76,376,829,ASCL2;ATOH1;ATOH8;BATF2;CREB1;CREB3L3;CSRNP3;DACH1;DBX2;DLX5;DPF2;EOMES;ESRRG;FOXF2;FOXL2;FOXS1;GLI1;GLI2;HLF;HLX;HOXA2;HOXA4;HOXA5;HOXA7;HOXB2;HOXB5;HOXB6;HOXB7;HOXB8;HOXC4;HOXD9;ID3;ID4;IRF2BP1;IRX3;KLF14;LBX1;LMX1B;MEOX2;MXD4;MYCL;MYRF;NDN;NFIB;NFIX;NPAS3;NR2F1;NR2F2;OLIG1;OSR1;PBX1;RARG;SMAD9;SNAI2;SOX14;STAT1;TBX21;TCF23;TEAD2;TERF1;THRA;TWIST1;UBTF;YY1;ZBTB12;ZBTB22;ZFHX4;ZFPM2;ZHX1;ZIC4;ZNF14;ZNF148;ZNF174;ZNF205;ZNF219;ZNF282
66,GO_CELL_SUBSTRATE_ADHESION,7.309428714972432e-08,34,118,829,ANGPT1;BVES;CASS4;CCDC80;CD34;CDK6;COL1A1;COL3A1;DAPK3;DMTN;ECM2;EDIL3;EGFL6;EMILIN1;EPDR1;EPHB3;FREM1;FZD7;GAS6;HOXA7;ITGA3;LAMB4;MDK;MEN1;MMP14;NID2;PPM1F;SEMA3E;SFRP1;SGCE;SPOCK1;SPOCK2;TGFB1I1;THY1
5,GO_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING,8.884588653043579e-08,53,230,829,AMOT;ANGPT1;APBA2;ASCL2;CDKN1C;COL1A1;CTHRC1;DBN1;EDNRA;EOMES;FZD2;FZD6;GLI2;HOXA2;HOXA4;HOXA5;HOXA7;HOXB2;HOXB5;HOXB6;HOXB7;HOXB8;HOXC4;HOXD9;IGF1;INKA1;LMO4;LMX1B;LRP6;MEGF8;MEOX2;MMP14;MMP16;NECAB1;NR2F2;OSR1;PBX1;RARG;SEMA3C;SEMA4C;SFRP1;SMO;STMN3;SUFU;TEAD2;TGFB2;TIE1;TRIM71;TWIST1;UNK;VASH2;ZFPM2;ZNF358
325,GO_REGULATION_OF_CELL_POPULATION_PROLIFERATION,1.151435086074702e-07,107,599,829,ANG;ANGPT1;APLN;ASCL2;ATOH8;ATP8A2;AVPR2;BCHE;CADM4;CAV1;CAV2;CAV3;CD200;CD248;CD47;CDK6;CDKN1C;CNOT6L;CREB1;CRIP2;CTHRC1;CX3CR1;CXCL11;CXCL9;DACH1;DLX5;DPT;EFNB2;ESM1;FAP;FGF16;FGF20;FGFR4;FLT4;FZD7;GAS6;GDF5;GJC2;GLI1;GLI2;HLA-G;HLX;HOXA5;HTR1B;HTR2A;ID4;IFIT3;IGF1;IGFBP5;IGFBP6;IGFBP7;IL11RA;INSL4;KANK2;KIFAP3;KITLG;LBX1;LDOC1;LRP6;LTBP3;LZTS2;MAB21L1;MAPK11;MARCKSL1;MDK;MEN1;MXD4;NCK2;NDN;NFIB;NOX4;NR2F2;NUAK1;NUDT6;OSR1;P3H3;PBX1;PDGFA;PDGFD;PRKAA1;PTGFR;RARG;SFRP1;SFRP4;SMO;SNAI2;SPARC;SPRY1;STAT1;TGFB1I1;TGFB2;TGM1;THBS4;TMEM250;TMIGD2;TNFRSF4;TNK1;TNS3;TRIM32;TRIM71;TWIST1;TXNIP;VASH2;WNT10B;WNT7A;ZFPM2;ZNF503
6,GO_EPITHELIUM_DEVELOPMENT,1.2585780108918554e-07,86,451,829,APCDD1;ATOH1;ATOH8;BFSP1;CA9;CAV1;CAV3;CD34;CDK6;CDKN1C;CLDN5;COL5A1;CPS1;CREB1;CTHRC1;DACT2;DLX5;EDNRA;EFNB2;EOMES;ESRP1;FOXF2;FOXL2;FRMD6;FZD2;FZD6;FZD7;GLI1;GLI2;GPC6;HOXA5;HOXA7;HOXB2;HOXB5;HOXB7;ID3;ID4;IGFBP5;INKA1;IRX3;KANK2;KRT24;KRTAP5-6;LBX1;LMO4;LRP6;LZTS2;MDK;MEGF8;MEN1;MEOX2;MMP14;MYCL;NFIB;NR2F2;OSR1;PBX1;PDGFA;PLXNA1;PSAPL1;RARG;RDX;SEMA3C;SEMA3E;SEMA4C;SFRP1;SFRP4;SLC40A1;SMO;SNAI2;SPRY1;STAT1;SUFU;TBX21;TEAD2;TGFB1I1;TGFB2;TGM1;THRA;TRIM71;TWIST1;TXNIP;WNT10B;WNT5B;WNT7A;ZNF358
208,GO_EPITHELIAL_CELL_PROLIFERATION,1.3354668657921568e-07,38,143,829,ANG;APLN;ATOH8;C6orf89;CAV1;CAV2;CD34;CDK6;CDKN1C;DLX5;EFNB2;FAP;FLT4;FZD7;GDF5;GLI1;HOXA5;IGF1;IGFBP5;MDK;MEN1;MMP14;NFIB;NOX5;NR2F2;OSR1;SFRP1;SMO;SNAI2;SPARC;STAT1;TGFB2;TGM1;THBS4;TWIST1;VASH2;WNT10B;WNT7A
